date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
1/13/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,78602,,Referral,1/14/2022,Closed with explanation,TRUE,5110314,Texas,27958,27885195,63160,59570
1/24/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,77301,,Phone,1/25/2022,Closed with explanation,TRUE,5145300,Texas,33660,27885195,43178,59570
1/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,77008,,Web,1/12/2022,Closed with explanation,TRUE,5095827,Texas,34184,27885195,104167,59570
5/23/2022,Mortgage,Home equity loan or line of credit (HELOC),Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75022,,Web,5/23/2022,Closed with explanation,TRUE,5591390,Texas,25640,27885195,160885,59570
1/29/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company believes complaint is the result of an isolated error,"BROKER SOLUTIONS, INC.",TX,79938,,Web,1/29/2022,Closed with explanation,TRUE,5163011,Texas,80143,27885195,57128,59570
4/26/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,"LD Holdings Group, LLC",TX,76123,,Web,4/26/2022,Closed with explanation,TRUE,5501203,Texas,34056,27885195,84460,59570
6/30/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"LD Holdings Group, LLC",TX,76108,"Older American, Servicemember",Web,7/1/2022,Closed with explanation,TRUE,5724578,Texas,43178,27885195,65864,59570
1/21/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"LD Holdings Group, LLC",TX,76108,"Older American, Servicemember",Web,2/5/2022,Closed with explanation,TRUE,5134988,Texas,43178,27885195,65864,59570
3/25/2022,Mortgage,Reverse mortgage,Applying for a mortgage or refinancing an existing mortgage,,,AMERICAN ADVISORS GROUP,TX,78504,,Web,3/25/2022,Closed with explanation,TRUE,5368030,Texas,56000,27885195,65211,59570
3/11/2022,Mortgage,VA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Caliber Home Loans, Inc.",TX,75035,Servicemember,Web,3/11/2022,Closed with explanation,TRUE,5317212,Texas,69802,27885195,130851,59570
2/14/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",TX,75025,Servicemember,Web,2/14/2022,Closed with explanation,TRUE,5217467,Texas,53688,27885195,117793,59570
3/15/2022,Mortgage,VA mortgage,Trouble during payment process,,Company believes complaint is the result of an isolated error,"Caliber Home Loans, Inc.",TX,77396,Servicemember,Web,3/15/2022,Closed with explanation,TRUE,5326176,Texas,57775,27885195,66455,59570
6/29/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,77075,,Phone,6/29/2022,Closed with explanation,TRUE,5720517,Texas,43933,27885195,53633,59570
3/6/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,78550,,Web,3/6/2022,Closed with explanation,TRUE,5290933,Texas,52216,27885195,36948,59570
5/20/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,75154,,Phone,5/20/2022,Closed with explanation,TRUE,5585795,Texas,39949,27885195,75543,59570
1/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,NJ,77470,,Web,1/10/2022,Closed with explanation,TRUE,5089526,Texas,465,27885195,43274,59570
4/17/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,75126,Servicemember,Web,4/17/2022,Closed with explanation,TRUE,5458818,Texas,44740,27885195,95309,59570
4/14/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,77388,,Web,4/14/2022,Closed with explanation,TRUE,5447113,Texas,49487,27885195,90483,59570
3/14/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,75092,Servicemember,Phone,3/14/2022,Closed with explanation,TRUE,5319515,Texas,24575,27885195,57923,59570
2/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,78751,,Web,2/16/2022,Closed with explanation,TRUE,5226627,Texas,15805,27885195,59926,59570
3/24/2022,Mortgage,FHA mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,77388,,Web,3/24/2022,Closed with explanation,TRUE,5363151,Texas,49487,27885195,90483,59570
4/27/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint is the result of a misunderstanding,MORTGAGE 1 INCORPORATION,TX,77346,Older American,Phone,4/27/2022,Closed with explanation,TRUE,5509068,Texas,65967,27885195,103478,59570
6/27/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company believes the complaint provided an opportunity to answer consumer's questions,"Shellpoint Partners, LLC",TX,76104,,Web,6/27/2022,Closed with monetary relief,TRUE,5713797,Texas,18327,27885195,27471,59570
5/18/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,78664,,Web,5/18/2022,Closed with monetary relief,TRUE,5574080,Texas,62183,27885195,72467,59570
1/11/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,78664,,Web,1/11/2022,Closed with explanation,TRUE,5100865,Texas,62183,27885195,72467,59570
6/28/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,76118,,Web,6/28/2022,Closed with monetary relief,TRUE,5716435,Texas,16300,27885195,71439,59570
3/29/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",NJ,76010,,Web,3/29/2022,Closed with explanation,TRUE,5378614,Texas,57668,27885195,36461,59570
4/12/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Shellpoint Partners, LLC",TX,77493,,Referral,4/13/2022,Closed with explanation,TRUE,5443207,Texas,32257,27885195,86614,59570
1/20/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,,"Flatonia Investments, LLC",TX,77008,,Web,1/20/2022,Closed with explanation,TRUE,5131206,Texas,34184,27885195,104167,59570
2/9/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"GUIDANCE RESIDENTIAL, LLC",TX,75023,,Web,2/9/2022,Closed with explanation,TRUE,5203202,Texas,50061,27885195,86449,59570
3/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"PLAZA HOME MORTGAGE, INC.",TX,78256,Servicemember,Web,3/15/2022,Closed with explanation,TRUE,5325812,Texas,11464,27885195,101368,59570
5/13/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,CARDINAL FINANCIAL COMPANY,TX,75087,Servicemember,Web,5/13/2022,Closed with explanation,TRUE,5557302,Texas,33638,27885195,96789,59570
3/1/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,,"Dovenmuehle Mortgage, Inc.",TX,75028,,Web,3/1/2022,Closed with explanation,TRUE,5274332,Texas,46782,27885195,122861,59570
4/26/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,TD BANK US HOLDING COMPANY,TX,75093,,Web,4/26/2022,Closed with explanation,TRUE,5499839,Texas,47411,27885195,108718,59570
1/19/2022,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,,Ocwen Financial Corporation,TX,76133,Older American,Phone,1/19/2022,Closed with explanation,TRUE,5128087,Texas,51369,27885195,53696,59570
6/6/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,TX,78253,,Web,6/6/2022,Closed with explanation,TRUE,5637110,Texas,44036,27885195,99500,59570
1/5/2022,Mortgage,FHA mortgage,Problem with a credit reporting company's investigation into an existing problem,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,TX,76227,,Web,1/5/2022,Closed with explanation,TRUE,5072501,Texas,32000,27885195,91293,59570
3/13/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"BSI Financial Holdings, Inc.",TX,75061,,Web,3/13/2022,Closed with explanation,TRUE,5313678,Texas,54862,27885195,45822,59570
4/8/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",TX,75078,Servicemember,Phone,4/8/2022,Closed with explanation,TRUE,5423044,Texas,23580,27885195,143669,59570
6/22/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",TX,76262,,Web,6/22/2022,Closed with explanation,TRUE,5697525,Texas,37183,27885195,114633,59570
4/2/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"PENNYMAC LOAN SERVICES, LLC.",TX,76123,,Web,4/2/2022,Closed with explanation,TRUE,5399304,Texas,34056,27885195,84460,59570
3/1/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,PRIMARY RESIDENTIAL MORTGAGE,TX,77346,,Web,3/2/2022,Closed with explanation,TRUE,5274590,Texas,65967,27885195,103478,59570
2/9/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,77043,,Web,2/9/2022,Closed with explanation,TRUE,5202129,Texas,25447,27885195,64298,59570
5/31/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,79121,"Older American, Servicemember",Web,5/31/2022,Closed with explanation,TRUE,5617954,Texas,6252,27885195,83210,59570
6/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,76135,,Web,6/15/2022,Closed with non-monetary relief,TRUE,5674575,Texas,23230,27885195,62603,59570
5/10/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,78209,,Phone,5/19/2022,Closed with explanation,TRUE,5551691,Texas,42045,27885195,72266,59570
5/14/2022,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,75013,,Web,5/14/2022,Closed with explanation,TRUE,5561270,Texas,40675,27885195,129627,59570
4/18/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,TX,79938,Servicemember,Web,4/18/2022,Closed with explanation,TRUE,5458143,Texas,80143,27885195,57128,59570
5/24/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,Security Mortgage Corporation,TX,75034,Servicemember,Web,6/28/2022,In progress,TRUE,5597006,Texas,102646,27885195,121401,59570
2/23/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint provided an opportunity to answer consumer's questions,AMERISAVE MORTGAGE CORPORATION,TX,78249,Servicemember,Web,2/23/2022,Closed with explanation,TRUE,5251672,Texas,59508,27885195,64657,59570
3/31/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"CIT BANK, NATIONAL ASSOCIATION",TX,78620,Older American,Web,3/31/2022,Closed with monetary relief,TRUE,5392613,Texas,16882,27885195,101236,59570
6/21/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"CITIZENS FINANCIAL GROUP, INC.",TX,77360,,Web,7/11/2022,In progress,TRUE,5692277,Texas,5036,27885195,43897,59570
1/31/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"CITIZENS FINANCIAL GROUP, INC.",TX,76226,,Web,1/31/2022,Closed with explanation,TRUE,5167713,Texas,25100,27885195,132935,59570
5/13/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Lennar Financial Services, LLC",TX,75034,,Web,5/13/2022,Closed with explanation,FALSE,5562669,Texas,102646,27885195,121401,59570
2/10/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"AmeriHome Mortgage Company, LLC",TX,76034,,Web,2/10/2022,Closed with explanation,TRUE,5209321,Texas,26001,27885195,175096,59570
2/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"AmeriHome Mortgage Company, LLC",TX,77092,,Web,2/9/2022,Closed with explanation,TRUE,5203479,Texas,39035,27885195,40521,59570
6/15/2022,Mortgage,VA mortgage,Closing on a mortgage,,Company believes it acted appropriately as authorized by contract or law,American Financial Network Inc.,TX,75201,Servicemember,Web,6/15/2022,Closed with explanation,TRUE,5673245,Texas,15891,27885195,93983,59570
2/2/2022,Mortgage,Reverse mortgage,Struggling to pay mortgage,,,Novad Management Consulting LLC,TX,75212,,Web,2/2/2022,Closed with explanation,FALSE,5177545,Texas,26320,27885195,32696,59570
2/23/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Novad Management Consulting LLC,TX,78676,Older American,Phone,2/23/2022,Closed with explanation,TRUE,5252176,Texas,12868,27885195,71014,59570
4/21/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"SUN WEST MORTGAGE COMPANY, INC.",TX,78626,,Web,5/9/2022,Closed with explanation,TRUE,5474734,Texas,33626,27885195,66823,59570
2/16/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Charter Financial Services, Inc.",TX,78239,Older American,Phone,2/16/2022,Untimely response,FALSE,5228114,Texas,29255,27885195,60313,59570
3/12/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Home Point Financial Corporation,TX,77096,,Web,3/12/2022,Closed with explanation,TRUE,5311779,Texas,33769,27885195,64022,59570
2/18/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",TX,77074,,Web,2/18/2022,Closed with explanation,TRUE,5237591,Texas,41386,27885195,40214,59570
1/3/2022,Mortgage,Other type of mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",TX,75246,,Web,1/3/2022,Closed with explanation,TRUE,5065673,Texas,2357,27885195,26090,59570
6/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",TX,77014,,Web,6/7/2022,Closed with explanation,TRUE,5642101,Texas,36455,27885195,48790,59570
3/16/2022,Mortgage,VA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Village Capital & Investment LLC,TX,78253,Servicemember,Web,3/16/2022,Closed with explanation,TRUE,5329220,Texas,44036,27885195,99500,59570
3/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,,Village Capital & Investment LLC,TX,77573,Older American,Phone,3/17/2022,Closed with explanation,TRUE,5333984,Texas,86926,27885195,106067,59570
6/6/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,,CAPITAL ONE FINANCIAL CORPORATION,TX,77651,,Referral,6/16/2022,Closed with explanation,TRUE,5678277,Texas,12853,27885195,65625,59570
3/7/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"CARRINGTON MORTGAGE SERVICES, LLC",TX,75104,,Phone,3/7/2022,Closed with explanation,TRUE,5295516,Texas,49341,27885195,70975,59570
1/14/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,FIFTH THIRD FINANCIAL CORPORATION,TX,77494,,Web,1/14/2022,Closed with explanation,TRUE,5098277,Texas,114989,27885195,139669,59570
4/14/2022,Mortgage,VA mortgage,Improper use of your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77573,"Older American, Servicemember",Phone,4/14/2022,Closed with explanation,TRUE,5446101,Texas,86926,27885195,106067,59570
6/12/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,RANDOLPH-BROOKS FEDERAL CREDIT UNION,TX,75495,,Web,6/12/2022,Closed with explanation,TRUE,5662053,Texas,8564,27885195,78673,59570
3/9/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"United Shore Financial Services, LLC",TX,78418,Older American,Phone,3/9/2022,Closed with explanation,TRUE,5302991,Texas,30629,27885195,66590,59570
3/24/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,75219,Servicemember,Web,4/13/2022,Closed with non-monetary relief,TRUE,5363029,Texas,23419,27885195,72967,59570
4/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,75219,Servicemember,Web,4/4/2022,Closed with non-monetary relief,TRUE,5403315,Texas,23419,27885195,72967,59570
3/24/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77055,,Web,3/24/2022,Closed with non-monetary relief,TRUE,5363640,Texas,44680,27885195,53263,59570
5/5/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77407,,Web,5/5/2022,Closed with explanation,TRUE,5543671,Texas,51142,27885195,97747,59570
2/4/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,TX,78610,,Web,2/4/2022,Closed with explanation,TRUE,5183538,Texas,35142,27885195,79318,59570
5/2/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing Holdings LLC,TX,77566,Servicemember,Web,5/2/2022,Closed with explanation,TRUE,5528915,Texas,29602,27885195,83927,59570
6/20/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,RoundPoint Mortgage Servicing Corporation,TX,75063,,Web,6/20/2022,Closed with explanation,TRUE,5689115,Texas,38952,27885195,91431,59570
3/2/2022,Mortgage,VA mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PENTAGON FEDERAL CREDIT UNION,TX,77583,,Phone,3/3/2022,Closed with explanation,TRUE,5278869,Texas,36903,27885195,70658,59570
5/25/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,75060,,Referral,5/26/2022,Closed with monetary relief,TRUE,5607328,Texas,48664,27885195,55051,59570
3/14/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"Long & Foster Financial Services, Inc.",TX,75150,,Phone,3/29/2022,Closed with explanation,TRUE,5319417,Texas,62452,27885195,52439,59570
3/3/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,FIRST UNITED BANK AND TRUST COMPANY,TX,78221,,Phone,3/10/2022,Closed with monetary relief,TRUE,5281690,Texas,39523,27885195,40029,59570
5/12/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"PROSPERITY BANCSHARES, INC.",TX,77701,,Referral,5/16/2022,Closed with explanation,TRUE,5565414,Texas,13889,27885195,31080,59570
5/9/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"PENNYMAC LOAN SERVICES, LLC.",TX,77406,,Phone,5/9/2022,Closed with explanation,TRUE,5550897,Texas,46841,27885195,116758,59570
3/29/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75409,,Referral,3/30/2022,Closed with explanation,TRUE,5385792,Texas,15379,27885195,86304,59570
6/29/2022,Mortgage,VA mortgage,Struggling to pay mortgage,,,CrossCountry Mortgage LLC,TX,76539,,Referral,6/30/2022,Closed with explanation,TRUE,5723823,Texas,8566,27885195,67833,59570
6/29/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,CARDINAL FINANCIAL COMPANY,TX,75077,,Web,6/30/2022,In progress,TRUE,5722811,Texas,37080,27885195,106571,59570
4/21/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,Ocwen Financial Corporation,TX,78572,,Referral,4/21/2022,Closed with explanation,TRUE,5478322,Texas,80213,27885195,41906,59570
6/22/2022,Mortgage,FHA mortgage,Trouble during payment process,,,Ocwen Financial Corporation,TX,78240,,Web,6/22/2022,Closed with explanation,TRUE,5696199,Texas,59502,27885195,54430,59570
1/14/2022,Mortgage,VA mortgage,Trouble during payment process,,,BOK FINANCIAL CORP,TX,75501,Servicemember,Phone,1/14/2022,Closed with explanation,TRUE,5108695,Texas,35834,27885195,36690,59570
5/17/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,TX,77612,,Referral,5/18/2022,Closed with explanation,TRUE,5578165,Texas,9513,27885195,56970,59570
3/15/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,78204,,Referral,3/15/2022,Closed with explanation,TRUE,5324943,Texas,12211,27885195,38784,59570
2/1/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,PNC Bank N.A.,TX,76548,,Postal mail,2/1/2022,Closed with explanation,TRUE,5171771,Texas,30329,27885195,72982,59570
5/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,TX,77047,,Phone,5/16/2022,Closed with explanation,TRUE,5566334,Texas,29693,27885195,64648,59570
4/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,FIRST HORIZON BANK,TX,77546,,Referral,4/8/2022,Closed with explanation,TRUE,5423729,Texas,53320,27885195,100217,59570
4/28/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FB FINANCIAL CORPORATION,TX,75052,,Referral,6/13/2022,Closed with explanation,TRUE,5511068,Texas,95516,27885195,77230,59570
4/4/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,,PNC Bank N.A.,TX,77447,Older American,Phone,4/4/2022,Closed with explanation,TRUE,5402743,Texas,15219,27885195,72656,59570
5/17/2022,Mortgage,VA mortgage,Trouble during payment process,,Company believes complaint represents an opportunity for improvement to better serve consumers,NATIONSTAR MORTGAGE,TX,78154,Older American,Phone,5/31/2022,Closed with explanation,TRUE,5573767,Texas,40085,27885195,77985,59570
5/11/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"Amcap Investments, LLC",TX,76179,,Phone,5/11/2022,Closed with explanation,TRUE,5552701,Texas,60286,27885195,86456,59570
6/27/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,PNC Bank N.A.,TX,76705,,Web,6/27/2022,Closed with explanation,TRUE,5716041,Texas,31230,27885195,42679,59570
6/22/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Ocwen Financial Corporation,TX,75007,,Web,6/22/2022,Closed with explanation,TRUE,5695534,Texas,54701,27885195,84541,59570
1/27/2022,Mortgage,FHA mortgage,Trouble during payment process,,,CARDINAL FINANCIAL COMPANY,TX,75054,,Phone,1/27/2022,Closed with explanation,TRUE,5154493,Texas,10635,27885195,123963,59570
2/2/2022,Mortgage,Reverse mortgage,Trouble during payment process,,,Ocwen Financial Corporation,TX,75075,"Older American, Servicemember",Phone,2/2/2022,Closed with explanation,TRUE,5178898,Texas,36917,27885195,76610,59570
2/2/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,RUSHMORE LOAN MANAGEMENT SERVICES LLC,TX,76542,,Referral,2/2/2022,Closed with explanation,TRUE,5176320,Texas,49857,27885195,62612,59570
5/9/2022,Mortgage,FHA mortgage,Incorrect information on your report,,,NATIONSTAR MORTGAGE,TX,78230,,Phone,5/9/2022,Closed with explanation,TRUE,5551167,Texas,45369,27885195,61030,59570
3/17/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",NJ,76210,,Referral,3/18/2022,Closed with explanation,TRUE,5338410,Texas,44231,27885195,90080,59570
2/19/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,77082,,Referral,2/22/2022,Closed with explanation,TRUE,5248116,Texas,55527,27885195,53313,59570
2/17/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77062,,Referral,2/17/2022,Closed with non-monetary relief,TRUE,5233243,Texas,26358,27885195,92166,59570
4/15/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,77356,,Referral,5/10/2022,Closed with explanation,TRUE,5552212,Texas,26753,27885195,81498,59570
6/18/2022,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,,,DISCOVER BANK,TX,77065,,Web,6/30/2022,Closed with explanation,TRUE,5681763,Texas,38265,27885195,56362,59570
6/13/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,TX,75670,,Referral,6/14/2022,Closed with explanation,TRUE,5668196,Texas,18056,27885195,39626,59570
4/5/2022,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FLAGSTAR BANK, FSB",TX,78121,,Referral,4/6/2022,Closed with explanation,TRUE,5413647,Texas,13078,27885195,90196,59570
2/9/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Rocket Mortgage, LLC",TX,78254,,Referral,2/9/2022,Closed with monetary relief,TRUE,5202380,Texas,58540,27885195,84447,59570
